;Criteria A;Criteria B;Criteria C;Criteria D;Criteria E;Criteria F;Stations AD;Stations AE;Stations AF;Stations BD;Stations BE;Stations BF;Stations CD;Stations CE;Stations CF;Raw_score;Score
86959;Commence par un B;Commence par un M;Moins de 1 km d une riviere;Ile de Nantes;Ne contient pas de E;Nom en 3 mots ou plus;1;2;1;1;2;3;16;11;12;35;4.0
86960;Commence par un B;Commence par un M;Ne contient pas de E;Ile de Nantes;Moins de 1 km d une riviere;Nom en 3 mots ou plus;1;8;1;1;8;3;3;11;1;38;4.0
86961;Commence par un B;Commence par un M;Nom en 3 mots ou plus;Ile de Nantes;Moins de 1 km d une riviere;Ne contient pas de E;1;8;2;1;8;2;5;12;1;37;4.0
86962;Moins de 1km du peripherique;Nom de 9 lettres ou moins;Sud Loire;Sur la ligne de Busway 4;Sur la ligne de Tramway 2;Sur la ligne de Tramway 3;2;9;4;4;10;14;9;2;10;29;3.0
86963;Commence par un M;Ne contient pas de E;Terminus de ligne;Moins de 1 km du chateau;Sud Loire;Sur une autre commune que Nantes;1;2;2;1;3;4;2;3;7;42;4.5
86964;Contient un P;Contient une lettre doublee;Moins de 1 km de la Tour Bretagne;Moins de 1 km du chateau;Nom en 3 mots ou plus;Nord Loire;2;8;10;3;8;21;10;2;13;27;3.0
86965;Contient un P;Contient une lettre doublee;Moins de 1 km du chateau;Moins de 1 km de la Tour Bretagne;Nom en 3 mots ou plus;Nord Loire;2;8;10;3;8;21;10;4;16;26;3.0
86966;Contient un P;Contient une lettre doublee;Nom en 3 mots ou plus;Moins de 1 km de la Tour Bretagne;Moins de 1 km du chateau;Nord Loire;2;2;10;3;3;21;2;4;14;33;3.5
86967;Contient un P;Contient une lettre doublee;Nord Loire;Moins de 1 km de la Tour Bretagne;Moins de 1 km du chateau;Nom en 3 mots ou plus;2;2;8;3;3;8;13;16;14;29;3.0
86968;Contient un P;Moins de 1 km de la Tour Bretagne;Moins de 1 km du chateau;Contient une lettre doublee;Nom en 3 mots ou plus;Nord Loire;5;8;10;3;2;13;3;4;16;30;3.5
86969;Contient un P;Moins de 1 km de la Tour Bretagne;Nom en 3 mots ou plus;Contient une lettre doublee;Moins de 1 km du chateau;Nord Loire;5;2;10;3;10;13;8;4;14;27;3.0
86970;Contient un P;Moins de 1 km de la Tour Bretagne;Nord Loire;Contient une lettre doublee;Moins de 1 km du chateau;Nom en 3 mots ou plus;5;2;8;3;10;2;21;16;14;27;3.0
86971;Contient un P;Moins de 1 km du chateau;Nom en 3 mots ou plus;Contient une lettre doublee;Moins de 1 km de la Tour Bretagne;Nord Loire;5;2;10;3;10;16;8;2;14;28;3.0
86972;Contient un P;Moins de 1 km du chateau;Nord Loire;Contient une lettre doublee;Moins de 1 km de la Tour Bretagne;Nom en 3 mots ou plus;5;2;8;3;10;4;21;13;14;26;3.0
86973;Contient un P;Nom en 3 mots ou plus;Nord Loire;Contient une lettre doublee;Moins de 1 km de la Tour Bretagne;Moins de 1 km du chateau;5;2;2;8;2;4;21;13;16;29;3.0
86974;Moins de 1 km du chateau;Situe dans Nantes;Sur 2 lignes ou plus;Sur la ligne de Tramway 1;Sur la ligne de Tramway 3;Termine par un E;5;4;6;28;15;27;2;6;2;29;3.0
86975;Moins de 1 km du chateau;Situe dans Nantes;Sur la ligne de Tramway 1;Sur 2 lignes ou plus;Sur la ligne de Tramway 3;Termine par un E;3;4;6;8;15;27;2;1;13;29;3.0
86976;Moins de 1 km du chateau;Situe dans Nantes;Sur la ligne de Tramway 3;Sur 2 lignes ou plus;Sur la ligne de Tramway 1;Termine par un E;3;5;6;8;28;27;6;1;14;28;3.0
86977;Moins de 1 km du chateau;Situe dans Nantes;Termine par un E;Sur 2 lignes ou plus;Sur la ligne de Tramway 1;Sur la ligne de Tramway 3;3;5;4;8;28;15;2;13;14;25;3.0
86978;Moins de 1 km du chateau;Sur 2 lignes ou plus;Sur la ligne de Tramway 1;Situe dans Nantes;Sur la ligne de Tramway 3;Termine par un E;16;4;6;8;6;2;28;1;13;28;3.0
86979;Moins de 1 km du chateau;Sur 2 lignes ou plus;Sur la ligne de Tramway 3;Situe dans Nantes;Sur la ligne de Tramway 1;Termine par un E;16;5;6;8;2;2;15;1;14;29;3.0
86980;Moins de 1 km du chateau;Sur 2 lignes ou plus;Termine par un E;Situe dans Nantes;Sur la ligne de Tramway 1;Sur la ligne de Tramway 3;16;5;4;8;2;6;27;13;14;24;2.5
86981;Moins de 1 km du chateau;Sur la ligne de Tramway 1;Sur la ligne de Tramway 3;Situe dans Nantes;Sur 2 lignes ou plus;Termine par un E;16;3;6;28;2;13;15;6;14;23;2.5
86982;Moins de 1 km du chateau;Sur la ligne de Tramway 1;Termine par un E;Situe dans Nantes;Sur 2 lignes ou plus;Sur la ligne de Tramway 3;16;3;4;28;2;1;27;2;14;28;3.0
86983;Moins de 1 km du chateau;Sur la ligne de Tramway 3;Termine par un E;Situe dans Nantes;Sur 2 lignes ou plus;Sur la ligne de Tramway 1;16;3;5;15;6;1;27;2;13;27;3.0
86984;Commence par une voyelle;Contient un P;Ne contient pas de E;Ile de Nantes;Moins de 2 km hippodrome;Sur la ligne de Tramway 2;1;2;3;4;1;4;3;1;4;42;4.5
86985;Commence par une voyelle;Contient un P;Sur la ligne de Tramway 2;Ile de Nantes;Moins de 2 km hippodrome;Ne contient pas de E;1;2;1;4;1;4;3;10;4;39;4.5
86986;Commence par une voyelle;Ile de Nantes;Moins de 2 km hippodrome;Contient un P;Ne contient pas de E;Sur la ligne de Tramway 2;1;1;3;4;3;3;1;1;10;41;4.5
86987;Commence par une voyelle;Ne contient pas de E;Sur la ligne de Tramway 2;Contient un P;Ile de Nantes;Moins de 2 km hippodrome;1;1;2;4;3;1;4;3;10;40;4.5
86988;Commence par un B;Contient un P;Moins de 2 km des machines;Nom en 1 seul mot;Nom en 3 mots ou plus;Termine par un S;12;1;1;7;8;3;12;10;10;29;3.0
86989;Commence par un B;Contient un P;Termine par un S;Moins de 2 km des machines;Nom en 1 seul mot;Nom en 3 mots ou plus;2;12;1;7;7;8;10;8;8;29;3.0
86990;Commence par un B;Contient un H;Contient un P;Moins de 1 km de la Tour Bretagne;Moins de 2 km des machines;Situe dans Nantes;2;2;11;5;8;19;2;7;13;29;3.0
86991;Contient un H;Sur la ligne de Tramway 3;Terminus de ligne;En correspondance avec un Chronobus;Ile de Nantes;Moins de 2 km hippodrome;5;2;5;7;3;1;4;1;1;40;4.5
86992;Commence par un B;Contient une lettre doublee;En correspondance avec un Chronobus;Situe dans Nantes;Termine par un S;Terminus de ligne;11;1;2;22;6;2;21;5;4;31;3.5
86993;Commence par un B;Contient une lettre doublee;Situe dans Nantes;En correspondance avec un Chronobus;Termine par un S;Terminus de ligne;4;1;2;6;6;2;21;19;5;33;3.5
86994;Commence par un B;Contient une lettre doublee;Termine par un S;En correspondance avec un Chronobus;Situe dans Nantes;Terminus de ligne;4;11;2;6;22;2;5;19;1;31;3.5
86995;Commence par un B;Contient une lettre doublee;Terminus de ligne;En correspondance avec un Chronobus;Situe dans Nantes;Termine par un S;4;11;1;6;22;6;4;5;1;33;3.5
86996;Commence par un B;En correspondance avec un Chronobus;Situe dans Nantes;Contient une lettre doublee;Termine par un S;Terminus de ligne;5;1;2;6;5;4;22;19;5;32;3.5
86997;Commence par un B;En correspondance avec un Chronobus;Termine par un S;Contient une lettre doublee;Situe dans Nantes;Terminus de ligne;5;11;2;6;21;4;6;19;1;30;3.5
86998;Commence par un B;En correspondance avec un Chronobus;Terminus de ligne;Contient une lettre doublee;Situe dans Nantes;Termine par un S;5;11;1;6;21;5;2;5;1;34;4.0
86999;Commence par un B;Situe dans Nantes;Termine par un S;Contient une lettre doublee;En correspondance avec un Chronobus;Terminus de ligne;5;4;2;22;21;5;6;5;1;32;3.5
87000;Commence par un B;Situe dans Nantes;Terminus de ligne;Contient une lettre doublee;En correspondance avec un Chronobus;Termine par un S;5;4;1;22;21;19;2;4;1;30;3.5
87001;Commence par un B;Termine par un S;Terminus de ligne;Contient une lettre doublee;En correspondance avec un Chronobus;Situe dans Nantes;5;4;11;6;5;19;2;4;5;32;3.5
87002;Moins de 1 km de la Tour Bretagne;Moins de 1 km du chateau;Nom de 9 lettres ou moins;Nom en 1 seul mot;Termine par un E;Terminus de ligne;5;5;1;5;6;2;36;16;5;32;3.5
87003;Moins de 1 km de la Tour Bretagne;Moins de 1 km du chateau;Nom en 1 seul mot;Nom de 9 lettres ou moins;Termine par un E;Terminus de ligne;7;5;1;8;6;2;36;25;4;30;3.5
87004;Moins de 1 km de la Tour Bretagne;Moins de 1 km du chateau;Termine par un E;Nom de 9 lettres ou moins;Nom en 1 seul mot;Terminus de ligne;7;5;1;8;5;2;16;25;4;30;3.5
87005;Moins de 1 km de la Tour Bretagne;Moins de 1 km du chateau;Terminus de ligne;Nom de 9 lettres ou moins;Nom en 1 seul mot;Termine par un E;7;5;5;8;5;6;5;4;4;34;4.0
87006;Moins de 1 km de la Tour Bretagne;Nom de 9 lettres ou moins;Nom en 1 seul mot;Moins de 1 km du chateau;Termine par un E;Terminus de ligne;10;5;1;8;16;5;5;25;4;28;3.0
87007;Moins de 1 km de la Tour Bretagne;Nom de 9 lettres ou moins;Termine par un E;Moins de 1 km du chateau;Nom en 1 seul mot;Terminus de ligne;10;5;1;8;36;5;6;25;4;28;3.0
87008;Moins de 1 km de la Tour Bretagne;Nom de 9 lettres ou moins;Terminus de ligne;Moins de 1 km du chateau;Nom en 1 seul mot;Termine par un E;10;5;5;8;36;16;2;4;4;28;3.0
87009;Moins de 1 km de la Tour Bretagne;Nom en 1 seul mot;Termine par un E;Moins de 1 km du chateau;Nom de 9 lettres ou moins;Terminus de ligne;10;7;1;5;36;4;6;16;4;28;3.0
87010;Moins de 1 km de la Tour Bretagne;Nom en 1 seul mot;Terminus de ligne;Moins de 1 km du chateau;Nom de 9 lettres ou moins;Termine par un E;10;7;5;5;36;25;2;5;4;28;3.0
87011;Moins de 1 km de la Tour Bretagne;Termine par un E;Terminus de ligne;Moins de 1 km du chateau;Nom de 9 lettres ou moins;Nom en 1 seul mot;10;7;5;6;16;25;2;5;4;28;3.0
87012;Commence par un M;Commence par une voyelle;Nord Loire;Situe dans Nantes;Sur la ligne de Tramway 1;Sur une autre commune que Nantes;10;5;2;5;1;3;59;35;16;28;3.0
87013;Commence par un M;Commence par une voyelle;Sur la ligne de Tramway 1;Nord Loire;Situe dans Nantes;Sur une autre commune que Nantes;9;10;2;6;5;3;35;28;7;28;3.0
87014;Contient un H;Contient un P;Moins de 1 km du chateau;Nom de 9 lettres ou moins;Sur la ligne de Busway 4;Sur la ligne de Busway 5;6;4;3;7;3;3;8;3;2;39;4.5
87015;Contient un H;Contient un P;Nom de 9 lettres ou moins;Moins de 1 km du chateau;Sur la ligne de Busway 4;Sur la ligne de Busway 5;4;4;3;2;3;3;8;4;7;38;4.0
87016;Contient un H;Contient un P;Sur la ligne de Busway 4;Moins de 1 km du chateau;Nom de 9 lettres ou moins;Sur la ligne de Busway 5;4;6;3;2;7;3;3;4;1;40;4.5
87017;Contient un H;Contient un P;Sur la ligne de Busway 5;Moins de 1 km du chateau;Nom de 9 lettres ou moins;Sur la ligne de Busway 4;4;6;4;2;7;3;2;7;1;38;4.0
87018;Contient un H;Moins de 1 km du chateau;Nom de 9 lettres ou moins;Contient un P;Sur la ligne de Busway 4;Sur la ligne de Busway 5;4;4;3;2;3;2;7;4;7;38;4.0
87019;Contient un H;Moins de 1 km du chateau;Sur la ligne de Busway 4;Contient un P;Nom de 9 lettres ou moins;Sur la ligne de Busway 5;4;6;3;2;8;2;3;4;1;40;4.5
87020;Contient un H;Moins de 1 km du chateau;Sur la ligne de Busway 5;Contient un P;Nom de 9 lettres ou moins;Sur la ligne de Busway 4;4;6;4;2;8;3;3;7;1;38;4.0
87021;Contient un H;Nom de 9 lettres ou moins;Sur la ligne de Busway 4;Contient un P;Moins de 1 km du chateau;Sur la ligne de Busway 5;4;4;3;7;8;7;3;3;1;37;4.0
87022;Contient un H;Nom de 9 lettres ou moins;Sur la ligne de Busway 5;Contient un P;Moins de 1 km du chateau;Sur la ligne de Busway 4;4;4;4;7;8;4;3;2;1;37;4.0
87023;Contient un H;Sur la ligne de Busway 4;Sur la ligne de Busway 5;Contient un P;Moins de 1 km du chateau;Nom de 9 lettres ou moins;4;4;6;3;3;4;3;2;7;39;4.5
87024;Commence par une voyelle;En correspondance avec un Chronobus;Moins de 1 km de la Tour Bretagne;Moins de 2 km des machines;Sur la ligne de Busway 4;Terminus de ligne;3;1;1;8;2;4;11;2;1;39;4.5
87025;Commence par une voyelle;Moins de 1 km de la Tour Bretagne;Moins de 2 km des machines;En correspondance avec un Chronobus;Sur la ligne de Busway 4;Terminus de ligne;1;1;1;5;2;1;8;5;3;41;4.5
87026;Commence par une voyelle;Moins de 1 km de la Tour Bretagne;Sur la ligne de Busway 4;En correspondance avec un Chronobus;Moins de 2 km des machines;Terminus de ligne;1;3;1;5;11;1;2;5;2;40;4.5
87027;Commence par une voyelle;Moins de 1 km de la Tour Bretagne;Terminus de ligne;En correspondance avec un Chronobus;Moins de 2 km des machines;Sur la ligne de Busway 4;1;3;1;5;11;2;4;3;2;40;4.5
87028;Commence par un B;Sur la ligne de Tramway 3;Terminus de ligne;Moins de 1 km du chateau;Situe dans Nantes;Sur une autre commune que Nantes;3;11;3;4;15;16;2;5;7;30;3.5
87029;Moins de 1 km d une riviere;Moins de 2 km des machines;Nord Loire;Nom en 1 seul mot;Nom en 3 mots ou plus;Termine par un S;27;12;16;12;10;10;32;14;12;14;1.5
87030;Moins de 1 km d une riviere;Moins de 2 km des machines;Termine par un S;Nom en 1 seul mot;Nom en 3 mots ou plus;Nord Loire;27;12;31;12;10;17;8;8;12;17;2.0
87031;Moins de 1 km d une riviere;Nom en 1 seul mot;Nom en 3 mots ou plus;Moins de 2 km des machines;Nord Loire;Termine par un S;31;31;16;12;32;8;10;14;8;15;1.5
87032;Moins de 1 km d une riviere;Nord Loire;Termine par un S;Moins de 2 km des machines;Nom en 1 seul mot;Nom en 3 mots ou plus;31;27;12;17;32;14;10;8;8;15;1.5
87033;Commence par un B;Commence par un M;Situe dans Nantes;Moins de 1 km de la Tour Bretagne;Sud Loire;Sur la ligne de Tramway 1;2;3;4;1;2;5;13;7;28;33;3.5
87034;Commence par un B;Contient un P;Moins de 1 km d une riviere;Nom en 1 seul mot;Sur la ligne de Busway 5;Termine par un S;12;1;1;7;3;3;27;15;16;28;3.0
87035;Commence par un B;Contient un P;Nom en 1 seul mot;Moins de 1 km d une riviere;Sur la ligne de Busway 5;Termine par un S;8;1;1;12;3;3;27;8;8;32;3.5
87036;Commence par un B;Contient un P;Sur la ligne de Busway 5;Moins de 1 km d une riviere;Nom en 1 seul mot;Termine par un S;8;12;1;12;7;3;15;8;5;28;3.0
87037;Commence par un B;Contient un P;Termine par un S;Moins de 1 km d une riviere;Nom en 1 seul mot;Sur la ligne de Busway 5;8;12;1;12;7;3;16;8;5;28;3.0
87038;Commence par un B;Commence par une voyelle;Ne contient pas de E;Nom de 9 lettres ou moins;Nom en 1 seul mot;Sur une autre commune que Nantes;9;12;3;1;1;3;12;12;4;33;3.5
87039;Commence par un B;Commence par une voyelle;Nom de 9 lettres ou moins;Ne contient pas de E;Nom en 1 seul mot;Sur une autre commune que Nantes;2;12;3;1;1;3;12;36;12;32;3.5
87040;Commence par un B;Commence par une voyelle;Nom en 1 seul mot;Ne contient pas de E;Nom de 9 lettres ou moins;Sur une autre commune que Nantes;2;9;3;1;1;3;12;36;13;32;3.5
87041;Commence par un B;Commence par une voyelle;Sur une autre commune que Nantes;Ne contient pas de E;Nom de 9 lettres ou moins;Nom en 1 seul mot;2;9;12;1;1;1;4;12;13;32;3.5
87042;Moins de 2 km des machines;Nom en 3 mots ou plus;Termine par un E;Sud Loire;Sur la ligne de Busway 5;Terminus de ligne;3;9;3;4;5;4;8;4;4;36;4.0
87043;Moins de 2 km des machines;Nom en 3 mots ou plus;Terminus de ligne;Sud Loire;Sur la ligne de Busway 5;Termine par un E;3;9;11;4;5;5;3;2;4;36;4.0
87044;Moins de 2 km des machines;Sud Loire;Sur la ligne de Busway 5;Nom en 3 mots ou plus;Termine par un E;Terminus de ligne;10;11;3;4;8;3;5;4;2;34;4.0
87045;Moins de 2 km des machines;Termine par un E;Terminus de ligne;Nom en 3 mots ou plus;Sud Loire;Sur la ligne de Busway 5;10;3;9;5;8;4;4;3;2;35;4.0
87046;Contient un H;Moins de 1km du peripherique;Moins de 2 km hippodrome;Ne contient pas de E;Sur la ligne de Tramway 1;Terminus de ligne;4;9;2;5;12;7;1;1;1;36;4.0
87047;Contient un H;Moins de 1km du peripherique;Ne contient pas de E;Moins de 2 km hippodrome;Sur la ligne de Tramway 1;Terminus de ligne;5;9;2;7;12;7;1;5;1;34;4.0
87048;Contient un H;Moins de 1km du peripherique;Sur la ligne de Tramway 1;Moins de 2 km hippodrome;Ne contient pas de E;Terminus de ligne;5;4;2;7;5;7;1;5;4;36;4.0
87049;Contient un H;Moins de 1km du peripherique;Terminus de ligne;Moins de 2 km hippodrome;Ne contient pas de E;Sur la ligne de Tramway 1;5;4;9;7;5;12;1;1;4;34;4.0
87050;Contient un H;Moins de 2 km hippodrome;Ne contient pas de E;Moins de 1km du peripherique;Sur la ligne de Tramway 1;Terminus de ligne;7;9;2;7;1;1;5;5;1;37;4.0
87051;Contient un H;Moins de 2 km hippodrome;Sur la ligne de Tramway 1;Moins de 1km du peripherique;Ne contient pas de E;Terminus de ligne;7;4;2;7;1;1;12;5;4;35;4.0
87052;Contient un H;Moins de 2 km hippodrome;Terminus de ligne;Moins de 1km du peripherique;Ne contient pas de E;Sur la ligne de Tramway 1;7;4;9;7;1;1;7;1;4;35;4.0
87053;Contient un H;Ne contient pas de E;Sur la ligne de Tramway 1;Moins de 1km du peripherique;Moins de 2 km hippodrome;Terminus de ligne;7;5;2;5;1;1;12;1;4;37;4.0
87054;Contient un H;Ne contient pas de E;Terminus de ligne;Moins de 1km du peripherique;Moins de 2 km hippodrome;Sur la ligne de Tramway 1;7;5;9;5;1;5;7;1;4;35;4.0
87055;Contient un H;Sur la ligne de Tramway 1;Terminus de ligne;Moins de 1km du peripherique;Moins de 2 km hippodrome;Ne contient pas de E;7;5;4;12;1;5;7;1;1;35;4.0
87056;Commence par un M;Contient une lettre doublee;Nom de 9 lettres ou moins;Ile de Nantes;Moins de 1km du peripherique;Sur la ligne de Tramway 3;1;2;2;2;8;6;7;11;14;33;3.5
87057;Commence par un M;Contient une lettre doublee;Sur la ligne de Tramway 3;Ile de Nantes;Moins de 1km du peripherique;Nom de 9 lettres ou moins;1;2;1;2;8;4;3;4;14;37;4.0
87058;Commence par un M;Ile de Nantes;Moins de 1km du peripherique;Contient une lettre doublee;Nom de 9 lettres ou moins;Sur la ligne de Tramway 3;4;1;2;2;7;3;8;11;4;36;4.0
87059;Commence par un M;Nom de 9 lettres ou moins;Sur la ligne de Tramway 3;Contient une lettre doublee;Ile de Nantes;Moins de 1km du peripherique;4;1;2;4;7;11;6;3;4;36;4.0
87060;Commence par une voyelle;En correspondance avec un Chronobus;Termine par un E;Moins de 1 km du chateau;Sud Loire;Sur une autre commune que Nantes;1;1;3;7;3;5;6;8;12;36;4.0
87061;Contient un P;Moins de 1 km d une riviere;Nom de 9 lettres ou moins;Nom en 1 seul mot;Situe dans Nantes;Sur la ligne de Tramway 3;7;13;8;27;52;12;36;33;14;14;1.5
87062;Contient un P;Moins de 1 km d une riviere;Nom en 1 seul mot;Nom de 9 lettres ou moins;Situe dans Nantes;Sur la ligne de Tramway 3;7;13;8;24;52;12;36;38;14;14;1.5
87063;Contient un P;Moins de 1 km d une riviere;Situe dans Nantes;Nom de 9 lettres ou moins;Nom en 1 seul mot;Sur la ligne de Tramway 3;7;7;8;24;27;12;33;38;15;16;2.0
87064;Contient un P;Moins de 1 km d une riviere;Sur la ligne de Tramway 3;Nom de 9 lettres ou moins;Nom en 1 seul mot;Situe dans Nantes;7;7;13;24;27;52;14;14;15;13;1.5
87065;Contient un P;Nom de 9 lettres ou moins;Nom en 1 seul mot;Moins de 1 km d une riviere;Situe dans Nantes;Sur la ligne de Tramway 3;12;13;8;24;33;14;27;38;14;12;1.5
87066;Contient un P;Nom de 9 lettres ou moins;Situe dans Nantes;Moins de 1 km d une riviere;Nom en 1 seul mot;Sur la ligne de Tramway 3;12;7;8;24;36;14;52;38;15;14;1.5
87067;Contient un P;Nom de 9 lettres ou moins;Sur la ligne de Tramway 3;Moins de 1 km d une riviere;Nom en 1 seul mot;Situe dans Nantes;12;7;13;24;36;33;12;14;15;13;1.5
87068;Contient un P;Nom en 1 seul mot;Situe dans Nantes;Moins de 1 km d une riviere;Nom de 9 lettres ou moins;Sur la ligne de Tramway 3;12;7;8;27;36;14;52;33;15;14;1.5
87069;Contient un P;Nom en 1 seul mot;Sur la ligne de Tramway 3;Moins de 1 km d une riviere;Nom de 9 lettres ou moins;Situe dans Nantes;12;7;13;27;36;38;12;14;15;13;1.5
87070;Contient un P;Situe dans Nantes;Sur la ligne de Tramway 3;Moins de 1 km d une riviere;Nom de 9 lettres ou moins;Nom en 1 seul mot;12;7;7;52;33;38;12;14;14;15;1.5
87071;Contient une lettre doublee;Moins de 1km du peripherique;Situe dans Nantes;Termine par un E;Termine par un S;Terminus de ligne;10;6;2;8;4;7;27;19;5;27;3.0
87072;Contient une lettre doublee;Moins de 1km du peripherique;Terminus de ligne;Situe dans Nantes;Termine par un E;Termine par un S;22;10;6;13;8;4;5;4;1;28;3.0
87073;Contient une lettre doublee;Situe dans Nantes;Terminus de ligne;Moins de 1km du peripherique;Termine par un E;Termine par un S;8;10;6;13;27;19;7;4;1;24;2.5
87074;Contient une lettre doublee;Termine par un E;Termine par un S;Moins de 1km du peripherique;Situe dans Nantes;Terminus de ligne;8;22;2;8;27;4;4;19;1;27;3.0
87075;Contient un H;Moins de 2 km des machines;Nom de 9 lettres ou moins;Moins de 1 km de la Tour Bretagne;Sud Loire;Sur une autre commune que Nantes;5;4;6;11;3;2;7;7;12;32;3.5
87076;Ile de Nantes;Moins de 2 km des machines;Situe dans Nantes;Ne contient pas de E;Sur la ligne de Busway 5;Termine par un E;3;12;5;5;9;11;13;15;27;23;2.5
87077;Ile de Nantes;Moins de 2 km des machines;Sur la ligne de Busway 5;Ne contient pas de E;Situe dans Nantes;Termine par un E;3;16;5;5;30;11;3;15;4;27;3.0
87078;Ile de Nantes;Ne contient pas de E;Termine par un E;Moins de 2 km des machines;Situe dans Nantes;Sur la ligne de Busway 5;12;16;12;5;13;3;11;27;4;22;2.5
87079;Ile de Nantes;Situe dans Nantes;Sur la ligne de Busway 5;Moins de 2 km des machines;Ne contient pas de E;Termine par un E;12;3;5;30;13;27;9;3;4;26;3.0
87080;Commence par un B;Commence par un M;Sur la ligne de Busway 5;En correspondance avec un Chronobus;Nord Loire;Terminus de ligne;4;10;2;2;9;1;3;3;2;39;4.5
